name,stars,age,releases,language,zip_url,clone_url
logisim-evolution,3662,9,29,Java,https://codeload.github.com/logisim-evolution/logisim-evolution/legacy.zip/1c7f81c3d7db713850e6ba978b1d3a0d64d5a571,https://github.com/logisim-evolution/logisim-evolution
Activiti,9616,11,375,Java,https://codeload.github.com/Activiti/Activiti/legacy.zip/b5e56c859c469c31703ac7970565a79cdec2a8e5,https://github.com/Activiti/Activiti
async-http-client,6159,12,1,Java,https://codeload.github.com/AsyncHttpClient/async-http-client/legacy.zip/67325d3609052f6615ce271188773a08750beaba,https://github.com/AsyncHttpClient/async-http-client
sshj,2362,13,0,Java,https://codeload.github.com/hierynomus/sshj/legacy.zip/f4d34d899d9cf91b545a37d75446110440650970,https://github.com/hierynomus/sshj
bt,2306,7,0,Java,https://codeload.github.com/atomashpolskiy/bt/legacy.zip/62181084567c411ba9351abc88b3a017dae380cd,https://github.com/atomashpolskiy/bt
jabref,3120,9,38,Java,https://codeload.github.com/JabRef/jabref/legacy.zip/e53c390dce9b678355c9355999286d1ee5bbeb35,https://github.com/JabRef/jabref
java-docs-samples,1609,8,1,Java,https://codeload.github.com/GoogleCloudPlatform/java-docs-samples/legacy.zip/151774e439a7d9cd544141c8959c14e78120f4d7,https://github.com/GoogleCloudPlatform/java-docs-samples
spock,3418,12,21,Java,https://codeload.github.com/spockframework/spock/legacy.zip/efc62137180f43feda34771f5a08386840f61760,https://github.com/spockframework/spock
jjwt,9317,9,0,Java,https://codeload.github.com/jwtk/jjwt/legacy.zip/7805e08bffe0479f8d7ec45bcc492619d01d254e,https://github.com/jwtk/jjwt
spring-microservices,1651,6,0,Java,https://codeload.github.com/in28minutes/spring-microservices/legacy.zip/b88121cffa5a70a72880bc084db0bb35fa3756e5,https://github.com/in28minutes/spring-microservices
processing,6397,10,48,Java,https://codeload.github.com/processing/processing/legacy.zip/459853d0dcdf1e1648b1049d3fdbb4bf233fded8,https://github.com/processing/processing
web3j,4745,7,106,Java,https://codeload.github.com/web3j/web3j/legacy.zip/ac0618c4d38ca780a7781d58255ff8b38626d7fc,https://github.com/web3j/web3j
ActionBarSherlock,7130,12,32,Java,https://codeload.github.com/JakeWharton/ActionBarSherlock/legacy.zip/2c71339e756bcc0b1424c4525680549ba3a2dc97,https://github.com/JakeWharton/ActionBarSherlock
Album,2492,6,0,Java,https://codeload.github.com/yanzhenjie/Album/legacy.zip/b17506440d32909d42aba41f6a388041a25c8363,https://github.com/yanzhenjie/Album
AlgorithmsSedgewick,2736,11,0,Java,https://codeload.github.com/aistrate/AlgorithmsSedgewick/legacy.zip/06703c1371ffdf669d3996baa9e9684d13cdcc82,https://github.com/aistrate/AlgorithmsSedgewick
cling,1644,12,5,Java,https://codeload.github.com/4thline/cling/legacy.zip/0ca10d5e73bdc8062eeffad57d67dd8ee260379c,https://github.com/4thline/cling
RoundedImageView,6415,10,19,Java,https://codeload.github.com/vinc3m1/RoundedImageView/legacy.zip/37ab3227182b5feac8bce29e91de3b0cee34474b,https://github.com/vinc3m1/RoundedImageView
codelibrary,1784,12,0,Java,https://codeload.github.com/indy256/codelibrary/legacy.zip/e952b16d9f9b58b4dd7a2a30f39716cef4f90d02,https://github.com/indy256/codelibrary
Smack,2347,9,0,Java,https://codeload.github.com/igniterealtime/Smack/legacy.zip/19b20fefeca69cccc3637e01ec2f151a054a3351,https://github.com/igniterealtime/Smack
philm,2097,9,0,Java,https://codeload.github.com/chrisbanes/philm/legacy.zip/149259643837b33ffec25e4dac3c9fcc4e52f75a,https://github.com/chrisbanes/philm
elephant-bird,1138,13,9,Java,https://codeload.github.com/twitter/elephant-bird/legacy.zip/3ae48b10bc56b2d66de45739ef7d6aad821c06e0,https://github.com/twitter/elephant-bird
lancet,2002,6,0,Java,https://codeload.github.com/eleme/lancet/legacy.zip/89bff973b80410c172128dfec69e86de323103b8,https://github.com/eleme/lancet
BigImageViewer,3937,6,0,Java,https://codeload.github.com/Piasy/BigImageViewer/legacy.zip/067f8eb86ee522190ab473f36a1b0de11c21a663,https://github.com/Piasy/BigImageViewer
blade,5803,8,9,Java,https://codeload.github.com/lets-blade/blade/legacy.zip/ecf15b06647a1640036933219c5dabeaf75335f0,https://github.com/lets-blade/blade
blade,5803,8,9,Java,https://codeload.github.com/lets-blade/blade/legacy.zip/ecf15b06647a1640036933219c5dabeaf75335f0,https://github.com/lets-blade/blade
curator,2139,12,0,Java,https://codeload.github.com/Netflix/curator/legacy.zip/7fa8c085f45977be1db980731f4faf580925db08,https://github.com/Netflix/curator
siddhi,1467,9,34,Java,https://codeload.github.com/siddhi-io/siddhi/legacy.zip/d99c49470a35dd3598ba5f4d715b08e73a0a9e5c,https://github.com/siddhi-io/siddhi
Digital,3230,7,34,Java,https://codeload.github.com/hneemann/Digital/legacy.zip/1204c26a15ea3093ae9ca12f215d78c70c6b215c,https://github.com/hneemann/Digital
java-concurrency-patterns,1431,5,0,Java,https://codeload.github.com/LeonardoZ/java-concurrency-patterns/legacy.zip/38de4e96329c35da1ac699dbb697edd1e79df214,https://github.com/LeonardoZ/java-concurrency-patterns
onedev,11883,4,320,Java,https://codeload.github.com/theonedev/onedev/legacy.zip/14e4b58f893f14856a1e72a30416a222ea91df98,https://github.com/theonedev/onedev
glide,33922,10,46,Java,https://codeload.github.com/bumptech/glide/legacy.zip/bd2a519d7d8095a3a0e307486ddd6ed9bbb84e65,https://github.com/bumptech/glide
susi_android_v1,1022,5,0,Java,https://codeload.github.com/susiai/susi_android_v1/legacy.zip/cefcfaf0cfae979aee6aed36b480446d31539cca,https://github.com/susiai/susi_android_v1
mongo-java-driver,2571,14,133,Java,https://codeload.github.com/mongodb/mongo-java-driver/legacy.zip/e4772575ca2765fa7bda920255352b4679f3d779,https://github.com/mongodb/mongo-java-driver
clickhouse-java,1297,7,31,Java,https://codeload.github.com/ClickHouse/clickhouse-java/legacy.zip/e059567fa661aba66d740b1e0595c6ae30fdc895,https://github.com/ClickHouse/clickhouse-java
JavaHamcrest,2063,11,7,Java,https://codeload.github.com/hamcrest/JavaHamcrest/legacy.zip/e4b9afdc2624bbebef3c7c739e6074ecd8a6c06e,https://github.com/hamcrest/JavaHamcrest
DatePicker,1858,8,0,Java,https://codeload.github.com/AigeStudio/DatePicker/legacy.zip/7a4153d2cb17d20c31c6aa83b989f37d4c724bec,https://github.com/AigeStudio/DatePicker
AnotherMonitor,1078,8,0,Java,https://codeload.github.com/AntonioRedondo/AnotherMonitor/legacy.zip/437dd6b449b1e59640495050d62352c1bc9d339a,https://github.com/AntonioRedondo/AnotherMonitor
expandable-recycler-view,2073,7,0,Java,https://codeload.github.com/thoughtbot/expandable-recycler-view/legacy.zip/ea43dc539e13a8ad5d47be84b8ab1a395291a9bf,https://github.com/thoughtbot/expandable-recycler-view
j2objc,5950,9,39,Java,https://codeload.github.com/google/j2objc/legacy.zip/dd82e40e7271684f573a887d82b5a347c0b3a341,https://github.com/google/j2objc
fastjson,25453,11,84,Java,https://codeload.github.com/alibaba/fastjson/legacy.zip/c942c83443117b73af5ad278cc780270998ba3e1,https://github.com/alibaba/fastjson
SiliCompressor,1339,7,8,Java,https://codeload.github.com/Tourenathan-G5organisation/SiliCompressor/legacy.zip/9cc0c541627ff1ad61083bf86d3d992369751e3a,https://github.com/Tourenathan-G5organisation/SiliCompressor
aeron,6703,9,92,Java,https://codeload.github.com/real-logic/aeron/legacy.zip/c3d4e7f957b452147c2949b3245b0429090c3c0f,https://github.com/real-logic/aeron
logback,2762,14,0,Java,https://codeload.github.com/qos-ch/logback/legacy.zip/c428711908102c6e254f3fc93bf9f55b42e101cf,https://github.com/qos-ch/logback
pixel-dungeon,3355,9,0,Java,https://codeload.github.com/watabou/pixel-dungeon/legacy.zip/ca458a28f053612973d5d6059dae5f6f2ca4fcb7,https://github.com/watabou/pixel-dungeon
shardingsphere,18801,7,54,Java,https://codeload.github.com/apache/shardingsphere/legacy.zip/3b19fe744e41698f4a5fd834bb13ca9ded82ac4e,https://github.com/apache/shardingsphere
InfiniteCycleViewPager,5768,7,2,Java,https://codeload.github.com/Devlight/InfiniteCycleViewPager/legacy.zip/1038d36cec95c06c3b9b71223c319af7994b9d24,https://github.com/Devlight/InfiniteCycleViewPager
Algorithms,2158,6,0,Java,https://codeload.github.com/jimmysuncpt/Algorithms/legacy.zip/c3efb947ba883e7b62937c8106bb03b9539a364c,https://github.com/jimmysuncpt/Algorithms
hazelcast-jet,1076,7,27,Java,https://codeload.github.com/hazelcast/hazelcast-jet/legacy.zip/60c713a718df89fdccedbf34aadcdcb953ae92a6,https://github.com/hazelcast/hazelcast-jet
nutch,2673,14,0,Java,https://codeload.github.com/apache/nutch/legacy.zip/d81be5181ef59168f1bd83184bf03da41e2ed0bc,https://github.com/apache/nutch
SecurityShepherd,1211,9,4,Java,https://codeload.github.com/OWASP/SecurityShepherd/legacy.zip/00310cf2b73ed98843c653490a4be274de4fb896,https://github.com/OWASP/SecurityShepherd
truth,2649,12,28,Java,https://codeload.github.com/google/truth/legacy.zip/08dcd731050063674ca5492ed7358456f7f02182,https://github.com/google/truth
openlauncher,1337,7,0,Java,https://codeload.github.com/OpenLauncherTeam/openlauncher/legacy.zip/bb3e5e93a482ad64126c5293d1f24857e3b03053,https://github.com/OpenLauncherTeam/openlauncher
jnativehook,1590,9,25,Java,https://codeload.github.com/kwhat/jnativehook/legacy.zip/dd4a524a6e6035acc5180230789992c44ac156b4,https://github.com/kwhat/jnativehook
java-8-lambdas-exercises,1799,9,0,Java,https://codeload.github.com/RichardWarburton/java-8-lambdas-exercises/legacy.zip/87fdadf617461dcd22badbd6f69a457e37e1c42f,https://github.com/RichardWarburton/java-8-lambdas-exercises
StaggeredGridView,1647,10,0,Java,https://codeload.github.com/maurycyw/StaggeredGridView/legacy.zip/16b33cc1b8fbf3e98a4249f3522466a36f54d184,https://github.com/maurycyw/StaggeredGridView
spring-cloud-config,1901,9,9,Java,https://codeload.github.com/spring-cloud/spring-cloud-config/legacy.zip/59a40db4f7f4806a078de14170f47218b2768524,https://github.com/spring-cloud/spring-cloud-config
hapi-fhir,1763,9,78,Java,https://codeload.github.com/hapifhir/hapi-fhir/legacy.zip/2b7ebbcb27e56be570735bd619c61926a8dfd9ea,https://github.com/hapifhir/hapi-fhir
NettyRpc,2267,7,0,Java,https://codeload.github.com/luxiaoxun/NettyRpc/legacy.zip/a4e78aca2341e5c63352bdf39bf018d055357e80,https://github.com/luxiaoxun/NettyRpc
eclipse-collections,2257,7,18,Java,https://codeload.github.com/eclipse/eclipse-collections/legacy.zip/01485702906d86ba5b99b1d05fec8d841cbd3b07,https://github.com/eclipse/eclipse-collections
soter,1877,6,17,Java,https://codeload.github.com/Tencent/soter/legacy.zip/fa97230a90af66098f06a46ce7cffaf31bf3aa12,https://github.com/Tencent/soter
jbot,1197,7,9,Java,https://codeload.github.com/rampatra/jbot/legacy.zip/6ab0d5da07e2219e2b6aea4d7eaff69abebc71fb,https://github.com/rampatra/jbot
okdownload,4998,5,8,Java,https://codeload.github.com/lingochamp/okdownload/legacy.zip/cb6e20f2484927ef81728355fad3231bb87859a9,https://github.com/lingochamp/okdownload
physical-web,6018,8,17,Java,https://codeload.github.com/google/physical-web/legacy.zip/12604319e99b6d6dff451fc5a58a13a271f1dc7a,https://github.com/google/physical-web
soapui,1429,11,5,Java,https://codeload.github.com/SmartBear/soapui/legacy.zip/9f6817b6d0552a6f3dd7e62ac6c28c459214b9fe,https://github.com/SmartBear/soapui
XChange,3690,11,0,Java,https://codeload.github.com/knowm/XChange/legacy.zip/937607eaee8909485475c29e73b6afe8cecb98ba,https://github.com/knowm/XChange
gson,22443,8,6,Java,https://codeload.github.com/google/gson/legacy.zip/e93fda9f17852e8bf029ac052175b40f6555481f,https://github.com/google/gson
essentials,1354,8,1,Java,https://codeload.github.com/greenrobot/essentials/legacy.zip/a129506eb62ea6d68d248b02e9617d925e510b76,https://github.com/greenrobot/essentials
serve,3645,3,19,Java,https://codeload.github.com/pytorch/serve/legacy.zip/d0ae857abfe6d36813c88e531316149a5a354a93,https://github.com/pytorch/serve
keywhiz,2610,8,3,Java,https://codeload.github.com/square/keywhiz/legacy.zip/52e77fd9f477637d5ed36ed6d1815b9c96c06166,https://github.com/square/keywhiz
EazeGraph,1589,9,0,Java,https://codeload.github.com/paulroehr/EazeGraph/legacy.zip/ce5e68ecc70e154f83bbb2fcce1a970db125c1e6,https://github.com/paulroehr/EazeGraph
thingsboard,14367,6,55,Java,https://codeload.github.com/thingsboard/thingsboard/legacy.zip/97243f9de98381d89ffaf2392a0739008c0338b8,https://github.com/thingsboard/thingsboard
amidst,2082,7,31,Java,https://codeload.github.com/toolbox4minecraft/amidst/legacy.zip/86ffd6004a3ab2a88b9325de420a596665f0df75,https://github.com/toolbox4minecraft/amidst
mycollab,1195,9,65,Java,https://codeload.github.com/MyCollab/mycollab/legacy.zip/277d55732e6a139cfaaaf89eae3ab3d677131bbe,https://github.com/MyCollab/mycollab
Essentials,1709,8,21,Java,https://codeload.github.com/EssentialsX/Essentials/legacy.zip/b900444ff0b84a35574671e92674d323b86f503e,https://github.com/EssentialsX/Essentials
ipscan,3498,12,30,Java,https://codeload.github.com/angryip/ipscan/legacy.zip/4225332178759948e04347560002921719079454,https://github.com/angryip/ipscan
RxCache,2386,7,44,Java,https://codeload.github.com/VictorAlbertos/RxCache/legacy.zip/d90ad1e88d297c58feb1ecdb3272670dbdf86096,https://github.com/VictorAlbertos/RxCache
fresco,16993,8,47,Java,https://codeload.github.com/facebook/fresco/legacy.zip/ee083409f78e481d59406995f1215cc205a12b7f,https://github.com/facebook/fresco
rapidoid,1617,9,21,Java,https://codeload.github.com/rapidoid/rapidoid/legacy.zip/08c63acec731e076c91cf02fe794ede23b7287a9,https://github.com/rapidoid/rapidoid
light-4j,3505,7,174,Java,https://codeload.github.com/networknt/light-4j/legacy.zip/758815bc72eebe0d1ea9899b41d099bb5f1c0f91,https://github.com/networknt/light-4j
javacpp,4200,9,10,Java,https://codeload.github.com/bytedeco/javacpp/legacy.zip/7227ec6846cfba24eb4ccf18a7945f6f8cd45ccd,https://github.com/bytedeco/javacpp
storio,2557,9,30,Java,https://codeload.github.com/pushtorefresh/storio/legacy.zip/58f53d81bcc7b069c8bb271c46a90e37775abe8d,https://github.com/pushtorefresh/storio
PickView,1098,7,0,Java,https://codeload.github.com/brucetoo/PickView/legacy.zip/43d4b191ddf1bccd97884aea7dbb5737eac09bc8,https://github.com/brucetoo/PickView
ViewPagerIndicator,10166,12,0,Java,https://codeload.github.com/JakeWharton/ViewPagerIndicator/legacy.zip/8cd549f23f3d20ff920e19a2345c54983f65e26b,https://github.com/JakeWharton/ViewPagerIndicator
disunity,2670,10,15,Java,https://codeload.github.com/ata4/disunity/legacy.zip/6c1c3215419faaca427fa8d1e960f13cde76e766,https://github.com/ata4/disunity
eureka,11992,11,147,Java,https://codeload.github.com/Netflix/eureka/legacy.zip/efc1cf6017f13f5f2491838bde894630a37dfd75,https://github.com/Netflix/eureka
shattered-pixel-dungeon,3019,9,45,Java,https://codeload.github.com/00-Evan/shattered-pixel-dungeon/legacy.zip/9ba42fda5d86169f2e77b759538c231bd31f3f55,https://github.com/00-Evan/shattered-pixel-dungeon
Packages,2915,8,0,Java,https://codeload.github.com/sublimehq/Packages/legacy.zip/a05930d9c6a50f8bc1213fc803527fe256c80d59,https://github.com/sublimehq/Packages
cas,10324,12,249,Java,https://codeload.github.com/apereo/cas/legacy.zip/b53dfc75fa4f55f11a0cfd55a35e2ee15035d2de,https://github.com/apereo/cas
SwipeSelector,1094,7,0,Java,https://codeload.github.com/roughike/SwipeSelector/legacy.zip/78f5b145096c5771683835aed8f47e078f78bac8,https://github.com/roughike/SwipeSelector
testing-samples,8979,8,0,Java,https://codeload.github.com/android/testing-samples/legacy.zip/910bd7cb2a983390ab7dbd74e296607408dcc5a8,https://github.com/android/testing-samples
beam,7142,7,33,Java,https://codeload.github.com/apache/beam/legacy.zip/451561784c6877b40567b26c6855bf3115b3aefa,https://github.com/apache/beam
mp4parser,2685,10,13,Java,https://codeload.github.com/sannies/mp4parser/legacy.zip/ff137905f8f7334c3013fa5fa461a438de49c7e1,https://github.com/sannies/mp4parser
oracle-db-examples,1196,6,0,Java,https://codeload.github.com/oracle-samples/oracle-db-examples/legacy.zip/62c598de85eece0d45526b4662e00af45a8d12a4,https://github.com/oracle-samples/oracle-db-examples
lwjgl-basics,1841,10,0,Java,https://codeload.github.com/mattdesl/lwjgl-basics/legacy.zip/552b1f9cbb00000fb4132d6a792af6e0c7476eab,https://github.com/mattdesl/lwjgl-basics
react-native-fcm,1732,7,98,Java,https://codeload.github.com/evollu/react-native-fcm/legacy.zip/41014d82beb175b723d9e17c05463ee3dc087a27,https://github.com/evollu/react-native-fcm
jvm-tools,3225,11,0,Java,https://codeload.github.com/aragozin/jvm-tools/legacy.zip/3fc429f14539bf57c00c61e78a624bdb159a5b80,https://github.com/aragozin/jvm-tools
OpenHub,4161,6,31,Java,https://codeload.github.com/ThirtyDegreesRay/OpenHub/legacy.zip/fcb9b422e8013169e2328a6e09c675ce11a27ad6,https://github.com/ThirtyDegreesRay/OpenHub
VerticalViewPager,1231,7,0,Java,https://codeload.github.com/kaelaela/VerticalViewPager/legacy.zip/2920d71a9677456e1ee69eac7af116603e845e62,https://github.com/kaelaela/VerticalViewPager
docker-maven-plugin,1791,9,25,Java,https://codeload.github.com/fabric8io/docker-maven-plugin/legacy.zip/522cb803ba421455de5dfe7513fbf516e25cb01b,https://github.com/fabric8io/docker-maven-plugin
WheelPicker,2531,7,0,Java,https://codeload.github.com/AigeStudio/WheelPicker/legacy.zip/21cb7b1b887944423804705d68193e8a753ee75a,https://github.com/AigeStudio/WheelPicker
SchemaCrawler,1459,8,181,Java,https://codeload.github.com/schemacrawler/SchemaCrawler/legacy.zip/afa0eb991bdecf03ab93fbd5ada8371568493882,https://github.com/schemacrawler/SchemaCrawler
linkis,3134,4,30,Java,https://codeload.github.com/apache/linkis/legacy.zip/486892036e48c8e04a45e8e4ae27f486c2884c0e,https://github.com/apache/linkis
commons,2111,12,0,Java,https://codeload.github.com/twitter-archive/commons/legacy.zip/10df6fb63547baa9047782aa7ad4edf354914b10,https://github.com/twitter-archive/commons
Player,1023,2,146,Java,https://codeload.github.com/moneytoo/Player/legacy.zip/f1ee01aaf6465b1860c0278df0fbabf22247564d,https://github.com/moneytoo/Player
material-menu,2484,9,20,Java,https://codeload.github.com/balysv/material-menu/legacy.zip/cdad7aad4ba5c8604fd5eefbca8af1f864c6ef09,https://github.com/balysv/material-menu
opentelemetry-java-instrumentation,1449,3,74,Java,https://codeload.github.com/open-telemetry/opentelemetry-java-instrumentation/legacy.zip/446d9a28ae91aa5c2a374ea7aa9149cfe8aaf456,https://github.com/open-telemetry/opentelemetry-java-instrumentation
kestra,3840,4,30,Java,https://codeload.github.com/kestra-io/kestra/legacy.zip/0b4660f3ebc0a59b0f7f8e94eaee848ae66b38c3,https://github.com/kestra-io/kestra
CompreFace,3248,3,11,Java,https://codeload.github.com/exadel-inc/CompreFace/legacy.zip/04e65234ff6b3ddbdebb781df372439462afd4fc,https://github.com/exadel-inc/CompreFace
jitsi,3948,10,9,Java,https://codeload.github.com/jitsi/jitsi/legacy.zip/40d0e20521f4a8be67ceff466e1f08968922c02d,https://github.com/jitsi/jitsi
mapdb,4748,11,0,Java,https://codeload.github.com/jankotek/mapdb/legacy.zip/8721c0e824d8d546ecc76639c05ccbc618279511,https://github.com/jankotek/mapdb
ImageViewZoom,1888,11,0,Java,https://codeload.github.com/sephiroth74/ImageViewZoom/legacy.zip/bfe833a7c61bcc28fea39f5758f0531cde0f4dd8,https://github.com/sephiroth74/ImageViewZoom
nacos,27544,5,58,Java,https://codeload.github.com/alibaba/nacos/legacy.zip/a84373644f6851be297420d9d68d7532cd75ce2c,https://github.com/alibaba/nacos
haven,6474,6,37,Java,https://codeload.github.com/guardianproject/haven/legacy.zip/1e070fb21bff3e7886fa8faf05863794bd0a28d1,https://github.com/guardianproject/haven
shenyu,8051,5,9,Java,https://codeload.github.com/apache/shenyu/legacy.zip/bdc59e4e61bd4cd2ec9f16ef29bd310a5d096944,https://github.com/apache/shenyu
Java-WebSocket,9967,13,15,Java,https://codeload.github.com/TooTallNate/Java-WebSocket/legacy.zip/bc180ae07e9ae3d539d2c1dbf3a9199a97dda926,https://github.com/TooTallNate/Java-WebSocket
data-algorithms-book,1047,9,0,Java,https://codeload.github.com/mahmoudparsian/data-algorithms-book/legacy.zip/7d38f463f507a6b58da9751cf17d9970bec5e083,https://github.com/mahmoudparsian/data-algorithms-book
doris,9548,6,29,Java,https://codeload.github.com/apache/doris/legacy.zip/7efaf9d0c82874967323eeaa4c8c98186b3bd5ce,https://github.com/apache/doris
spring-boot-jwt,1340,5,0,Java,https://codeload.github.com/murraco/spring-boot-jwt/legacy.zip/cf2ebed0cd21bab16c21d28b7ca602b1a05fe025,https://github.com/murraco/spring-boot-jwt
zuul,12862,10,5,Java,https://codeload.github.com/Netflix/zuul/legacy.zip/821b76e66716831fc728e0c6f04add89c38e68a7,https://github.com/Netflix/zuul
flyingsaucer,1828,13,22,Java,https://codeload.github.com/flyingsaucerproject/flyingsaucer/legacy.zip/f18ad3831ca760b6a362790382ba7324c5fd6199,https://github.com/flyingsaucerproject/flyingsaucer
galen,1408,10,73,Java,https://codeload.github.com/galenframework/galen/legacy.zip/6c7dc1f11d097e6aa49c45d6a77ee688741657a4,https://github.com/galenframework/galen
alluxio,6383,10,60,Java,https://codeload.github.com/Alluxio/alluxio/legacy.zip/765048c4f166fe60360e178cbb8ab0dbe88a9849,https://github.com/Alluxio/alluxio
mkloader,1384,6,4,Java,https://codeload.github.com/nntuyen/mkloader/legacy.zip/8e4d7ebed9ff2eee15e21e9d7e7ffaac9437043a,https://github.com/nntuyen/mkloader
sonar-java,1042,11,94,Java,https://codeload.github.com/SonarSource/sonar-java/legacy.zip/1947bdb5bec965afcee43087febf32245cb06253,https://github.com/SonarSource/sonar-java
ActivityRouter,2819,7,3,Java,https://codeload.github.com/mzule/ActivityRouter/legacy.zip/2f39508cce35674d0aa34f21ca9979eec2af5172,https://github.com/mzule/ActivityRouter
devops-master-class,1701,3,0,Java,https://codeload.github.com/in28minutes/devops-master-class/legacy.zip/7e7f341a978a36892e6b3b7028fc913ecee957ed,https://github.com/in28minutes/devops-master-class
Matisse,12448,6,15,Java,https://codeload.github.com/zhihu/Matisse/legacy.zip/21591aebe73a56435d84afc7b5cd50ea7ae2a6b8,https://github.com/zhihu/Matisse
gatk,1493,8,49,Java,https://codeload.github.com/broadinstitute/gatk/legacy.zip/c9bf9411c4531ebadb6c8c24d80e6c170e8b9691,https://github.com/broadinstitute/gatk
SwipeToLoadLayout,2102,8,5,Java,https://codeload.github.com/Aspsine/SwipeToLoadLayout/legacy.zip/1cb80a698917b4b78fcb9a0a02b791703edee460,https://github.com/Aspsine/SwipeToLoadLayout
crate,3766,10,75,Java,https://codeload.github.com/crate/crate/legacy.zip/105a4f0aa877aac4d4912fb9db891088bff0894b,https://github.com/crate/crate
jsoup,10318,13,10,Java,https://codeload.github.com/jhy/jsoup/legacy.zip/17df30a9ec6cff6d0998779ed3bff1cdeaf3c157,https://github.com/jhy/jsoup
mp3agic,1153,12,0,Java,https://codeload.github.com/mpatric/mp3agic/legacy.zip/887574c9374756097da4679646315ccc1d3d5623,https://github.com/mpatric/mp3agic
rocketmq,19808,6,15,Java,https://codeload.github.com/apache/rocketmq/legacy.zip/42fcd278ca84f6988d48a7d11271fc81b921d59a,https://github.com/apache/rocketmq
material-design-dimens,1356,7,3,Java,https://codeload.github.com/DmitryMalkovich/material-design-dimens/legacy.zip/60d607f2cfbc9ca6ff9a231c72fd8054b05e93d1,https://github.com/DmitryMalkovich/material-design-dimens
Taier,1194,2,5,Java,https://codeload.github.com/DTStack/Taier/legacy.zip/d2614904abebe3634dc78b079f719c846b50271e,https://github.com/DTStack/Taier
CommonPullToRefresh,1071,7,0,Java,https://codeload.github.com/Chanven/CommonPullToRefresh/legacy.zip/9a17bcd8d80a50f6e22f9ed111d4c77027c34d74,https://github.com/Chanven/CommonPullToRefresh
airsonic,1973,6,26,Java,https://codeload.github.com/airsonic/airsonic/legacy.zip/5ccca059d5cfe3dd19734c27861b434ea21b43d8,https://github.com/airsonic/airsonic
Hijacker,2206,6,5,Java,https://codeload.github.com/chrisk44/Hijacker/legacy.zip/898af5b530dd000b8251f21da94626d9e41e53d2,https://github.com/chrisk44/Hijacker
BungeeCord,1460,10,0,Java,https://codeload.github.com/SpigotMC/BungeeCord/legacy.zip/d9bbdc3281ab6f9a3f6383febc75f0279d8d7c02,https://github.com/SpigotMC/BungeeCord
ttorrent,1345,12,1,Java,https://codeload.github.com/mpetazzoni/ttorrent/legacy.zip/2c8bb62f9f69b74c014358d446554df96ec91c7c,https://github.com/mpetazzoni/ttorrent
UniversalMediaServer,2045,11,109,Java,https://codeload.github.com/UniversalMediaServer/UniversalMediaServer/legacy.zip/d17c2fbf5c000b7b43d34202ba91cccade8a5de2,https://github.com/UniversalMediaServer/UniversalMediaServer
agrona,2633,8,82,Java,https://codeload.github.com/real-logic/agrona/legacy.zip/b7a5453df9c8946480f14dc37bdde534df384b9c,https://github.com/real-logic/agrona
rootbeer,2146,8,3,Java,https://codeload.github.com/scottyab/rootbeer/legacy.zip/091a157959a2de58abc4b51b99fb9189ecd284e2,https://github.com/scottyab/rootbeer
Neo-Launcher,1273,3,14,Java,https://codeload.github.com/NeoApplications/Neo-Launcher/legacy.zip/a4eede2af5b051a9522d5d9b751788d9b8d19031,https://github.com/NeoApplications/Neo-Launcher
Signal-Server,8451,9,0,Java,https://codeload.github.com/signalapp/Signal-Server/legacy.zip/0e989419c672942dbc892ae741024c663a1759f9,https://github.com/signalapp/Signal-Server
Store,3544,6,0,Java,https://codeload.github.com/nytimes/Store/legacy.zip/d810395e05f177f195e9808914f24aa70e622fcd,https://github.com/nytimes/Store
failsafe,3991,8,0,Java,https://codeload.github.com/failsafe-lib/failsafe/legacy.zip/7f6f31fcf6ddec488b187d2c962e1746d4392533,https://github.com/failsafe-lib/failsafe
incubator-kie-drools,5486,12,4,Java,https://codeload.github.com/apache/incubator-kie-drools/legacy.zip/c1bf134ace3373b520887a9d64d2d77c38d16438,https://github.com/apache/incubator-kie-drools
VasDolly,2868,6,16,Java,https://codeload.github.com/Tencent/VasDolly/legacy.zip/066426280ad8c391bc86eb823b2b8e5f49d80bec,https://github.com/Tencent/VasDolly
autobahn-java,1503,12,7,Java,https://codeload.github.com/crossbario/autobahn-java/legacy.zip/bdc093eea9398acfdfe3eab83d2487a0f72b518b,https://github.com/crossbario/autobahn-java
OpenRefine,9697,10,49,Java,https://codeload.github.com/OpenRefine/OpenRefine/legacy.zip/fbed8f7eeacb5ceb88b717cb1c6b61adaa6efd63,https://github.com/OpenRefine/OpenRefine
LoganSquare,3220,8,0,Java,https://codeload.github.com/bluelinelabs/LoganSquare/legacy.zip/6c5ec5281fb58d85a99413b7b6f55e9ef18a6e06,https://github.com/bluelinelabs/LoganSquare
Paper,7980,7,1,Java,https://codeload.github.com/PaperMC/Paper/legacy.zip/1b1c23010ac55e610e3a36f4e5b93a8198cff69c,https://github.com/PaperMC/Paper
algos,1055,6,0,Java,https://codeload.github.com/iiitv/algos/legacy.zip/ed7537ce16a127071015ef79dde811769f6a3a75,https://github.com/iiitv/algos
MaterialNavigationDrawer,1563,8,0,Java,https://codeload.github.com/neokree/MaterialNavigationDrawer/legacy.zip/86e355f6190dcb7255c6b9c28c1e54cf96f46358,https://github.com/neokree/MaterialNavigationDrawer
